StartTime,Duration,Recording_tag,Focal,WhaleID,WhaleType,Source_subgroup,EndTime,Latency,DurationPrev,CallType,Age,bout,BoutStartTime,BoutEndTime,BoutLatency,Type,Group,ID
14232.29,0.33,gm12_224b,1,B,Indeterminate,1,14232.62,1.5400000000008731,0.78,ResponseCall,2,14,204.90000000000146,205.23000000000138,1.5400000000008731,Real,G2,d2_B
14234.96,0.17,gm12_224b,1,B,Indeterminate,1,14235.13,2.3399999999983265,0.33,ResponseCall,2,14,207.5699999999997,207.73999999999978,2.3399999999983265,Real,G2,d2_B
14242.67,0.5,gm12_224a,1,A,Male,1,14243.17,7.540000000000873,0.17,ResponseCall,3,14,215.28000000000065,215.78000000000065,7.540000000000873,Real,G2,d2_A
14244.11,0.25,gm12_224d,1,D,Male,2,14244.36,0.9400000000005093,0.5,ResponseCall,3,14,216.72000000000116,216.97000000000116,0.9400000000005093,Real,G2,d2_D
14248.71,0.3,gm12_224c,1,C,Female,2,14249.009999999998,4.349999999998545,0.25,ResponseCall,3,14,221.3199999999997,221.61999999999898,4.349999999998545,Real,G2,d2_C
14256.25,1.11,gm12_224d,1,D,Male,2,14257.36,7.240000000001601,0.3,ResponseCall,3,14,228.86000000000058,229.97000000000116,7.240000000001601,Real,G2,d2_D
14261.61,0.86,gm12_224a,1,A,Male,1,14262.470000000001,4.25,1.11,ResponseCall,3,14,234.22000000000116,235.08000000000175,4.25,Real,G2,d2_A
14266.89,1.14,gm12_224a,0,nf,Juvenile,2,14268.029999999999,4.419999999998254,0.86,ResponseCall,1,14,239.5,240.63999999999942,4.419999999998254,Real,G2,d2_nf
14268.66,0.29,gm12_224d,1,D,Male,2,14268.95,0.6300000000010186,1.14,ResponseCall,3,14,241.27000000000044,241.5600000000013,0.6300000000010186,Real,G2,d2_D
14274.4,0.28,gm12_224d,1,D,Male,2,14274.68,5.449999999998909,0.29,ResponseCall,3,14,247.01000000000022,247.29000000000087,5.449999999998909,Real,G2,d2_D
14278.97,0.89,gm12_224c,1,C,Female,2,14279.859999999999,4.289999999999054,0.28,ResponseCall,3,14,251.57999999999993,252.46999999999935,4.289999999999054,Real,G2,d2_C
14279.87,0.28,gm12_224c,0,nf,Juvenile,2,14280.150000000001,0.010000000002037268,0.89,ResponseCall,1,14,252.48000000000138,252.76000000000204,0.010000000002037268,Real,G2,d2_nf
14279.96,0.28,gm12_224d,1,D,Male,2,14280.24,-0.1900000000023283,0.28,ResponseCall,3,14,252.5699999999997,252.85000000000036,-0.1900000000023283,Real,G2,d2_D
14280.18,0.85,gm12_224d,0,nf,Juvenile,2,14281.03,-0.05999999999949068,0.28,ResponseCall,1,14,252.79000000000087,253.64000000000124,-0.05999999999949068,Real,G2,d2_nf
14280.92,0.46,gm12_224d,0,nf,Juvenile,2,14281.38,-0.11000000000058208,0.85,ResponseCall,1,14,253.53000000000065,253.98999999999978,-0.11000000000058208,Real,G2,d2_nf
14286.51,0.95,gm12_224c,0,nf,Juvenile,2,14287.460000000001,5.130000000001019,0.46,ResponseCall,1,14,259.1200000000008,260.0700000000015,5.130000000001019,Real,G2,d2_nf
14292.49,0.97,gm12_224c,0,nf,Juvenile,2,14293.46,5.029999999998836,0.95,ResponseCall,1,14,265.10000000000036,266.0699999999997,5.029999999998836,Real,G2,d2_nf
14294.1,0.58,gm12_224c,1,C,Female,2,14294.68,0.6400000000012369,0.97,ResponseCall,3,14,266.71000000000095,267.2900000000009,0.6400000000012369,Real,G2,d2_C
14299.07,1.13,gm12_224c,0,nf,Juvenile,2,14300.199999999999,4.389999999999418,0.58,ResponseCall,1,14,271.6800000000003,272.8099999999995,4.389999999999418,Real,G2,d2_nf
14299.99,1.02,gm12_224c,0,nf,Juvenile,2,14301.01,-0.20999999999912689,1.13,ResponseCall,1,14,272.60000000000036,273.6200000000008,-0.20999999999912689,Real,G2,d2_nf
14300.09,0.61,gm12_224d,0,nf,Juvenile,2,14300.7,-0.9200000000000728,1.02,ResponseCall,1,14,272.7000000000007,273.3100000000013,-0.9200000000000728,Real,G2,d2_nf
14305.73,0.9,gm12_224d,1,D,Male,2,14306.63,5.029999999998836,0.61,ResponseCall,3,14,278.34000000000015,279.2399999999998,5.029999999998836,Real,G2,d2_D
14306.03,0.87,gm12_224d,0,nf,Juvenile,2,14306.900000000001,-0.5999999999985448,0.9,ResponseCall,1,14,278.64000000000124,279.51000000000204,-0.5999999999985448,Real,G2,d2_nf
14312.14,0.93,gm12_224c,0,nf,Juvenile,2,14313.07,5.239999999997963,0.87,ResponseCall,1,14,284.75,285.6800000000003,5.239999999997963,Real,G2,d2_nf
14312.55,0.75,gm12_224d,1,D,Male,2,14313.3,-0.5200000000004366,0.93,ResponseCall,3,14,285.15999999999985,285.90999999999985,-0.5200000000004366,Real,G2,d2_D
14318.66,0.81,gm12_224d,1,D,Male,2,14319.47,5.360000000000582,0.75,ResponseCall,3,14,291.27000000000044,292.0799999999999,5.360000000000582,Real,G2,d2_D
14318.98,0.3,gm12_224a,0,nf,Juvenile,2,14319.279999999999,-0.4899999999997817,0.81,ResponseCall,1,14,291.59000000000015,291.8899999999994,-0.4899999999997817,Real,G2,d2_nf
14319.26,0.93,gm12_224d,0,nf,Juvenile,2,14320.19,-0.019999999998617568,0.3,ResponseCall,1,14,291.8700000000008,292.8000000000011,-0.019999999998617568,Real,G2,d2_nf
14327.56,0.97,gm12_224d,0,nf,Juvenile,2,14328.529999999999,7.369999999998981,0.93,ResponseCall,1,14,300.1700000000001,301.1399999999994,7.369999999998981,Real,G2,d2_nf
14332.5,0.77,gm12_224c,0,nf,Juvenile,2,14333.27,3.970000000001164,0.97,ResponseCall,1,14,305.1100000000006,305.880000000001,3.970000000001164,Real,G2,d2_nf
14332.65,0.77,gm12_224a,0,nf,Juvenile,2,14333.42,-0.6200000000008004,0.77,ResponseCall,1,14,305.2600000000002,306.03000000000065,-0.6200000000008004,Real,G2,d2_nf
14344.89,0.48,gm12_224c,0,nf,Juvenile,2,14345.369999999999,11.469999999999345,0.77,ResponseCall,1,14,317.5,317.97999999999956,11.469999999999345,Real,G2,d2_nf
14348.95,0.56,gm12_224c,0,nf,Juvenile,2,14349.51,3.5800000000017462,0.48,ResponseCall,1,14,321.5600000000013,322.1200000000008,3.5800000000017462,Real,G2,d2_nf
14352.73,0.56,gm12_224b,0,nf,Juvenile,2,14353.289999999999,3.219999999999345,0.56,ResponseCall,1,14,325.34000000000015,325.89999999999964,3.219999999999345,Real,G2,d2_nf
14357.02,0.51,gm12_224b,0,nf,Juvenile,2,14357.53,3.7300000000013824,0.56,ResponseCall,1,14,329.630000000001,330.14000000000124,3.7300000000013824,Real,G2,d2_nf
14365.94,0.2,gm12_224c,0,nf,Juvenile,2,14366.140000000001,8.409999999999854,0.51,ResponseCall,1,14,338.5500000000011,338.7500000000018,8.409999999999854,Real,G2,d2_nf
14367.62,0.52,gm12_224c,0,nf,Juvenile,2,14368.140000000001,1.4799999999995634,0.2,ResponseCall,1,14,340.2300000000014,340.7500000000018,1.4799999999995634,Real,G2,d2_nf
14369.63,0.52,gm12_224c,0,nf,Juvenile,2,14370.15,1.4899999999979627,0.52,ResponseCall,1,14,342.2399999999998,342.7600000000002,1.4899999999979627,Real,G2,d2_nf
14378.02,0.55,gm12_224c,0,nf,Juvenile,2,14378.57,7.8700000000008,0.52,ResponseCall,1,14,350.630000000001,351.1800000000003,7.8700000000008,Real,G2,d2_nf
14381.46,0.53,gm12_224c,0,nf,Juvenile,2,14381.99,2.889999999999418,0.55,ResponseCall,1,14,354.0699999999997,354.60000000000036,2.889999999999418,Real,G2,d2_nf
14382.86,0.36,gm12_224c,0,nf,Juvenile,2,14383.220000000001,0.8700000000008004,0.53,ResponseCall,1,14,355.47000000000116,355.83000000000175,0.8700000000008004,Real,G2,d2_nf
14383.53,1.14,gm12_224c,0,nf,Juvenile,2,14384.67,0.3099999999994907,0.36,ResponseCall,1,14,356.14000000000124,357.28000000000065,0.3099999999994907,Real,G2,d2_nf
14384.47,0.52,gm12_224b,0,nf,Juvenile,2,14384.99,-0.2000000000007276,1.14,ResponseCall,1,14,357.0799999999999,357.60000000000036,-0.2000000000007276,Real,G2,d2_nf
14387.6,1.03,gm12_224c,0,nf,Juvenile,2,14388.630000000001,2.610000000000582,0.52,ResponseCall,1,14,360.21000000000095,361.2400000000016,2.610000000000582,Real,G2,d2_nf
14387.61,0.5,gm12_224c,1,C,Female,2,14388.11,-1.0200000000004366,1.03,ResponseCall,3,14,360.22000000000116,360.72000000000116,-1.0200000000004366,Real,G2,d2_C
14391.2,0.79,gm12_224d,0,nf,Juvenile,2,14391.990000000002,3.0900000000001455,0.5,ResponseCall,1,14,363.8100000000013,364.6000000000022,3.0900000000001455,Real,G2,d2_nf
14394.22,0.75,gm12_224b,0,nf,Juvenile,2,14394.97,2.2299999999977445,0.79,ResponseCall,1,14,366.8299999999999,367.5799999999999,2.2299999999977445,Real,G2,d2_nf
14398.55,0.89,gm12_224b,0,nf,Juvenile,2,14399.439999999999,3.5799999999999272,0.75,ResponseCall,1,14,371.15999999999985,372.0499999999993,3.5799999999999272,Real,G2,d2_nf
14400.86,0.92,gm12_224b,0,nf,Juvenile,2,14401.78,1.4200000000018917,0.89,ResponseCall,1,14,373.47000000000116,374.39000000000124,1.4200000000018917,Real,G2,d2_nf
14405.9,1,gm12_224a,0,nf,Juvenile,2,14406.9,4.119999999998981,0.92,ResponseCall,1,14,378.5100000000002,379.5100000000002,4.119999999998981,Real,G2,d2_nf
14412.23,0.92,gm12_224a,1,A,Male,1,14413.15,5.329999999999927,1,ResponseCall,3,14,384.84000000000015,385.7600000000002,5.329999999999927,Real,G2,d2_A
14416.01,0.72,gm12_224a,1,A,Male,1,14416.73,2.860000000000582,0.92,ResponseCall,3,14,388.6200000000008,389.34000000000015,2.860000000000582,Real,G2,d2_A
14422.98,0.72,gm12_224b,0,nf,Juvenile,2,14423.699999999999,6.25,0.72,ResponseCall,1,14,395.59000000000015,396.3099999999995,6.25,Real,G2,d2_nf
14426.13,0.99,gm12_224a,0,nf,Juvenile,2,14427.119999999999,2.430000000000291,0.72,ResponseCall,1,14,398.7399999999998,399.72999999999956,2.430000000000291,Real,G2,d2_nf
14433.3,0.58,gm12_224a,0,nf,Juvenile,2,14433.88,6.180000000000291,0.99,ResponseCall,1,14,405.90999999999985,406.4899999999998,6.180000000000291,Real,G2,d2_nf
14474.91,1.36,gm12_224c,1,C,Female,2,14476.27,41.030000000000655,0.58,ResponseCall,3,14,447.52000000000044,448.880000000001,41.030000000000655,Real,G2,d2_C
14476.26,1.57,gm12_224b,0,nf,Juvenile,2,14477.83,-0.010000000000218279,1.36,ResponseCall,1,14,448.8700000000008,450.4400000000005,-0.010000000000218279,Real,G2,d2_nf
14476.58,0.3,gm12_224c,0,nf,Juvenile,2,14476.88,-1.25,1.57,ResponseCall,1,14,449.1900000000005,449.4899999999998,-1.25,Real,G2,d2_nf
14476.65,1.01,gm12_224d,0,nf,Juvenile,2,14477.66,-0.22999999999956344,0.3,ResponseCall,1,14,449.2600000000002,450.27000000000044,-0.22999999999956344,Real,G2,d2_nf
